player,salary,season_start,season_end,tm,year_cap,percent_of_cap,age,team,league,pos,g,gs,mp,fgm,fga,fg_perc,3pm,3pa,3p_perc,2pm,2pa,2p_perc,efg,ftm,fta,ft_perc,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,ts,3par,ftr,orb_perc,drb_perc,trb_perc,ast_perc,stl_perc,blk_perc,tov_perv,usg_perc,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp
Doc Rivers,1195000,1991,1992,LAC,12500000,0.0956,30,LAC,NBA,PG,59,25,28.1,3.8,9,0.424,0.4,1.6,0.283,3.4,7.5,0.454,0.448,2.8,3.3,0.832,0.4,2.1,2.5,3.9,1.9,0.3,1.6,2.8,10.9,13.8,0.518,0.173,0.368,1.5,8.4,4.9,19.9,3.3,0.7,12.9,18.3,1.5,2.4,3.9,0.113,-0.2,1.2,1,0
Doc Rivers,895000,1992,1993,NYK,14000000,0.063928571,31,NYK,NBA,PG,77,45,24.5,2.8,6.4,0.437,0.5,1.6,0.317,2.3,4.8,0.477,0.477,1.7,2.1,0.821,0.3,2.2,2.5,5.3,1.6,0.1,1.5,2.8,7.8,14.6,0.534,0.249,0.328,1.6,9.5,5.7,31.1,3.3,0.3,16.8,15.6,2.4,4.1,6.5,0.166,0.3,2.1,2.5,-0.5
Doc Rivers,1110000,1993,1994,NYK,15175000,0.073146623,32,NYK,NBA,PG,19,19,26.3,2.9,6.7,0.433,1,2.7,0.365,1.9,3.9,0.48,0.508,0.7,1.2,0.636,0.2,1.8,2.1,5.3,1.3,0.3,1.5,2.3,7.5,12.9,0.523,0.409,0.173,0.9,7.8,4.4,29.7,2.6,0.7,17.5,14.5,0.6,0.9,1.5,0.146,-0.4,0.6,0.2,-0.1
Doc Rivers,1405000,1994,1995,NYK,15964000,0.088010524,33,TOT,NBA,PG,63,0,15.7,1.7,4.8,0.358,0.7,2,0.354,1,2.8,0.36,0.432,1,1.3,0.732,0.2,1.5,1.7,2.6,1,0.3,1,2.4,5.1,12.2,0.475,0.421,0.272,1.8,10.3,6.3,23.3,3.3,1.5,15.1,17.7,0.3,1.7,2,0.097,-0.7,1.4,0.7,-0.4
Doc Rivers,109750,1994,1995,SAS,15964000,0.006874843,33,TOT,NBA,PG,63,0,15.7,1.7,4.8,0.358,0.7,2,0.354,1,2.8,0.36,0.432,1,1.3,0.732,0.2,1.5,1.7,2.6,1,0.3,1,2.4,5.1,12.2,0.475,0.421,0.272,1.8,10.3,6.3,23.3,3.3,1.5,15.1,17.7,0.3,1.7,2,0.097,-0.7,1.4,0.7,-0.4
Doc Rivers,1150000,1995,1996,SAS,23000000,0.05,34,SAS,NBA,PG,78,0,15.8,1.4,3.7,0.372,0.6,1.8,0.343,0.8,2,0.399,0.453,0.6,0.8,0.75,0.4,1.4,1.8,1.6,0.9,0.3,0.7,2.2,4,9.6,0.489,0.472,0.221,2.8,9.4,6.2,14.1,3,1.2,15.2,13.7,0.2,2,2.2,0.087,-1.3,2,0.7,0.1
Domantas Sabonis,2440200,2016,2017,OKC,94143000,0.025920143,20,OKC,NBA,PF,77,65,20.3,2.4,5.8,0.407,0.6,1.9,0.329,1.7,3.9,0.445,0.461,0.5,0.8,0.627,0.5,3,3.6,1,0.5,0.4,1,2.5,5.9,6.8,0.475,0.331,0.131,3,16.4,9.7,7.2,1.1,1.6,14.2,15.1,-0.9,1.7,0.8,0.024,-4.6,-0.2,-4.8,-0.1
Domantas Sabonis,2550000,2017,2018,IND,99093000,0.025733402,21,IND,NBA,C,74,19,24.5,4.6,8.9,0.514,0.2,0.5,0.351,4.4,8.4,0.524,0.524,2.3,3,0.75,2.2,5.5,7.7,2,0.5,0.4,1.9,3,11.6,17.5,0.567,0.056,0.339,10.4,25.2,17.8,12.7,1.1,1.6,15.3,22.1,2.5,2.2,4.7,0.126,-0.8,0.5,-0.3,0.1
Dominic McGuire,427163,2007,2008,WAS,55630000,0.007678645,22,WAS,NBA,SG,70,1,9.9,0.6,1.5,0.379,0,0.1,0.167,0.5,1.4,0.392,0.383,0.2,0.5,0.438,0.8,1.2,2,0.6,0.3,0.4,0.6,1.1,1.3,6.6,0.397,0.058,0.311,8.7,14.9,11.7,8.3,1.5,3.1,25.5,10.4,-0.6,0.6,0,-0.003,-4.8,1.8,-3.1,-0.2
Dominic McGuire,711517,2008,2009,WAS,58680000,0.012125375,23,WAS,NBA,SF,79,57,26.2,1.8,4.1,0.432,0,0.1,0.5,1.7,4.1,0.431,0.435,0.9,1.3,0.725,1.4,4,5.4,2.5,0.8,0.9,1.2,1.9,4.5,10.8,0.483,0.012,0.315,6.2,18.4,12.1,13.8,1.6,2.9,20,10.1,0.5,1.3,1.7,0.04,-2.7,2.2,-0.5,-0.4
Dominic McGuire,825497,2009,2010,SAC,57700000,0.014306707,24,TOT,NBA,SF,51,2,6,0.4,1,0.365,0,0,0,0.4,1,0.365,0.365,0,0.1,0,0.5,1.1,1.5,0.2,0.1,0.1,0.3,0.7,0.7,3.8,0.345,0,0.135,8.5,21.3,14.8,5.1,0.8,1,23.6,10.6,-0.5,0.3,-0.2,-0.038,-7.1,0.2,-6.9,-1.1
Dominic McGuire,915852,2011,2012,GSW,58044000,0.015778582,26,GSW,NBA,PF,64,6,17.6,1.5,3.3,0.448,0,0.1,0,1.5,3.2,0.456,0.448,0.6,0.8,0.736,1.1,2.7,3.8,1.7,0.7,0.6,0.9,1.6,3.5,11.8,0.486,0.019,0.252,7.4,17.4,12.4,14,2,2.5,19.4,11.8,0.6,0.9,1.5,0.062,-2.4,2,-0.4,0
Dominic McGuire,181018,2012,2013,TOR,58044000,0.003118634,27,TOT,NBA,SF,26,10,14.9,0.9,2.2,0.429,0,0,0,0.9,2.2,0.429,0.429,0.1,0.4,0.3,0.7,2.3,3,0.8,0.5,0.4,0.5,1.5,2,7.7,0.422,0,0.179,5.7,18.4,12,7.5,1.8,2.3,16.6,8.7,-0.1,0.4,0.3,0.035,-4.2,2.2,-1.9,1.9
Dominic McGuire,122625,2012,2013,IND,58044000,0.002112621,27,TOT,NBA,SF,26,10,14.9,0.9,2.2,0.429,0,0,0,0.9,2.2,0.429,0.429,0.1,0.4,0.3,0.7,2.3,3,0.8,0.5,0.4,0.5,1.5,2,7.7,0.422,0,0.179,5.7,18.4,12,7.5,1.8,2.3,16.6,8.7,-0.1,0.4,0.3,0.035,-4.2,2.2,-1.9,1.9
Dominic McGuire,110947,2012,2013,NOH,58044000,0.001911429,27,TOT,NBA,SF,26,10,14.9,0.9,2.2,0.429,0,0,0,0.9,2.2,0.429,0.429,0.1,0.4,0.3,0.7,2.3,3,0.8,0.5,0.4,0.5,1.5,2,7.7,0.422,0,0.179,5.7,18.4,12,7.5,1.8,2.3,16.6,8.7,-0.1,0.4,0.3,0.035,-4.2,2.2,-1.9,1.9
Dominique Jones,1110120,2010,2011,DAL,58044000,0.019125491,22,DAL,NBA,SG,18,0,7.5,0.8,2.5,0.311,0,0.2,0,0.8,2.3,0.341,0.311,0.8,0.9,0.824,0.3,1.1,1.4,1.1,0.3,0.2,0.6,0.4,2.3,10.6,0.4,0.089,0.378,5.4,15.9,10.8,20.8,1.9,1.7,16,21.7,-0.2,0.2,0,0.007,-5.1,1.7,-3.4,0
Dominique Jones,1193280,2011,2012,DAL,58044000,0.020558197,23,DAL,NBA,SG,33,1,8.1,0.9,2.2,0.397,0,0.2,0.125,0.8,2,0.431,0.404,0.9,1.1,0.784,0.3,1.1,1.3,1.3,0.3,0.2,0.8,0.8,2.7,11.8,0.493,0.11,0.507,3.8,14.6,9.2,24.6,2,1.5,23.9,20.3,-0.1,0.4,0.2,0.044,-3.9,1,-2.9,0.2
Dominique Jones,1276560,2012,2013,DAL,58044000,0.021992971,24,DAL,NBA,PG,29,3,11.7,1.4,3.8,0.367,0,0.3,0.111,1.3,3.4,0.39,0.372,1.2,1.8,0.66,0.6,0.9,1.6,2.9,0.5,0.1,1.3,1,4,12.4,0.438,0.083,0.486,6,8.7,7.4,36.2,2.1,0.5,22.3,23,-0.2,0.2,0,0.001,-2.9,-1.4,-4.2,-0.5
Dominique Wilkins,2065000,1990,1991,ATL,11871000,0.173953332,31,ATL,NBA,SF,81,81,38,9.5,20.2,0.47,1,3.1,0.341,8.5,17.2,0.492,0.495,5.9,7.1,0.829,3.2,5.8,9,3.3,1.5,0.8,2.5,1.9,25.9,23.5,0.555,0.152,0.35,9,17.3,13,14.4,1.9,1.3,9.6,28.1,8.6,2.8,11.4,0.177,4.8,-0.1,4.7,2.1
Dominique Wilkins,3100000,1991,1992,ATL,12500000,0.248,32,ATL,NBA,SF,42,42,38.1,10.1,21.8,0.464,0.9,3,0.289,9.2,18.7,0.492,0.484,7,8.4,0.835,2.5,4.6,7,3.8,1.2,0.6,2.9,1.8,28.1,22.2,0.552,0.14,0.385,6.7,13.1,9.8,16.1,1.6,0.9,10.2,30.7,3.8,1.3,5.1,0.152,4.2,-1.1,3,1.2
Dominique Wilkins,3500000,1992,1993,ATL,14000000,0.25,33,ATL,NBA,SF,71,70,37.3,10.4,22.3,0.468,1.7,4.5,0.38,8.7,17.9,0.49,0.506,7.3,8.8,0.828,2.6,4.2,6.8,3.2,1,0.4,2.6,1.6,29.9,24.3,0.57,0.199,0.396,7.6,12.9,10.1,14.9,1.3,0.6,9,31.9,9.1,1.4,10.5,0.191,5.9,-2.4,3.6,0
Dominique Wilkins,3500000,1993,1994,ATL,15175000,0.230642504,34,TOT,NBA,SF,74,74,35.6,9.4,21.5,0.44,1.1,4,0.288,8.3,17.5,0.474,0.466,6,7.1,0.847,2.5,4,6.5,2.3,1.2,0.4,2.3,1.7,26,21.4,0.529,0.186,0.329,7.5,12.3,9.9,11.3,1.7,0.7,8.6,32,5.6,2.8,8.4,0.153,3,-2.2,0.9,-0.1
Dominique Wilkins,2820000,1994,1995,BOS,15964000,0.176647457,35,BOS,NBA,SF,77,64,31.5,6.4,15.2,0.424,1.5,3.8,0.388,5,11.4,0.436,0.472,3.5,4.4,0.782,2,3.2,5.2,2.2,0.8,0.2,2.2,1.7,17.8,16.3,0.519,0.247,0.291,7.4,11.8,9.5,11.5,1.3,0.4,11.6,26.6,2.6,1.3,3.9,0.076,1.4,-1.9,-0.5,0.7
Dominique Wilkins,247500,1996,1997,SAS,24363000,0.010158847,37,SAS,NBA,SF,63,26,30.9,6.3,15.1,0.417,1.1,3.8,0.293,5.2,11.3,0.458,0.453,4.5,5.6,0.803,2.7,3.7,6.4,1.9,0.6,0.5,2.1,1.6,18.2,19.6,0.517,0.251,0.367,10.1,14.9,12.4,11.9,1.1,1.3,10.9,29.7,3.1,0.3,3.4,0.083,2.2,-2.8,-0.6,-0.1
Dominique Wilkins,1000000,1998,1999,ORL,30000000,0.033333333,39,ORL,NBA,SF,27,2,9.3,1.9,4.9,0.379,0.2,0.7,0.263,1.7,4.2,0.398,0.398,1.1,1.6,0.69,1.1,1.5,2.6,0.6,0.1,0,0.9,0.7,5,15.4,0.445,0.144,0.318,13.6,19.2,16.4,12.7,0.9,0.3,13.3,31.2,-0.1,0.3,0.3,0.053,-2,-2.6,-4.6,-0.9
Don MacLean,463000,1992,1993,WAS,14000000,0.033071429,23,WSB,NBA,PF,62,4,10.9,2.5,5.8,0.435,0,0.1,0.5,2.5,5.7,0.434,0.439,1.5,1.8,0.811,0.5,1.4,2,0.6,0.2,0.1,0.7,1.3,6.6,14,0.497,0.017,0.307,5.4,15.2,10.2,9.6,0.8,0.4,9.3,28.5,0.1,0.3,0.4,0.03,-3.2,-4.2,-7.4,-0.1
Don MacLean,601000,1993,1994,WAS,15175000,0.039604613,24,WSB,NBA,SF,75,69,33.2,6.9,13.7,0.502,0,0.3,0.143,6.9,13.5,0.509,0.503,4.4,5.3,0.824,1.9,4.4,6.2,2.1,0.6,0.3,2,2.3,18.2,17.8,0.566,0.02,0.386,6.5,15.7,11,10.7,0.9,0.6,11.2,23.4,5.3,0.3,5.6,0.108,1.2,-2.2,-1,-0.3
Don MacLean,740000,1994,1995,WAS,15964000,0.046354297,25,WSB,NBA,PF,39,20,27,4.1,9.3,0.438,0.3,1,0.25,3.8,8.2,0.461,0.452,2.7,3.5,0.765,1.2,3.1,4.2,1.3,0.4,0.1,1.1,2.5,11,11.7,0.511,0.111,0.377,4.9,13.5,9,7.5,0.7,0.2,9.5,19.3,0.8,0.3,1.1,0.051,-2.1,-2.3,-4.3,-0.3
Don MacLean,925000,1995,1996,DEN,23000000,0.040217391,26,DEN,NBA,SF,56,5,19.8,4.2,9.8,0.426,0.3,0.9,0.286,3.9,8.9,0.44,0.439,2.6,3.5,0.732,1.1,2.6,3.7,1.6,0.4,0.1,1.2,1.9,11.2,15.7,0.493,0.09,0.362,6.5,15,10.7,14.7,1,0.3,9.7,28.3,0.7,0.8,1.5,0.064,-1.1,-2.5,-3.7,1.6
Don MacLean,1780000,1996,1997,PHI,24363000,0.07306161,27,PHI,NBA,SF,37,2,19.8,4.4,9.9,0.447,0.3,1,0.316,4.1,8.8,0.462,0.463,1.7,2.6,0.66,1.1,2.7,3.8,1,0.3,0.3,1.3,1.9,10.9,14.4,0.493,0.104,0.266,5.9,15.1,10.4,9.4,0.8,1,10.3,26.2,0.3,0.2,0.5,0.031,-2.5,-3.8,-6.3,0.4
Don MacLean,2120000,1997,1998,NJN,26900000,0.078810409,28,NJN,NBA,SF,9,0,4.7,0.1,1.1,0.1,0.1,0.2,0.5,0,0.9,0,0.15,0,0,0,0.3,0.2,0.6,0,0,0,0.2,0.8,0.3,-6.5,0.15,0.2,0,7.8,5.9,6.9,0,0,0,16.7,12.4,-0.1,0,-0.2,-0.173,-10,-4.4,-14.3,-1
Don MacLean,2460000,1998,1999,OKC,30000000,0.082,29,SEA,NBA,PF,17,10,21.5,3.7,9.4,0.396,0.5,1.9,0.273,3.2,7.4,0.429,0.425,2.9,4.7,0.625,1.1,2.8,3.8,0.9,0.3,0.3,1.5,2,10.9,13.4,0.476,0.208,0.503,5.6,15,10.3,7.9,0.7,1,11.4,27.2,0.1,0.1,0.2,0.032,-2.6,-4.1,-6.7,0.2
Don MacLean,2800000,1999,2000,HOU,34000000,0.082352941,30,PHO,NBA,PF,16,0,8.9,1.1,3.1,0.367,0.1,0.4,0.333,1,2.7,0.372,0.388,0.3,0.4,0.667,0.4,1.1,1.4,0.5,0.1,0.1,0.5,1.5,2.6,4.6,0.407,0.122,0.122,4.8,13,9,8.5,0.7,0.5,13.4,18.4,-0.2,0.2,0,-0.004,-6.1,-1.4,-7.4,-0.4
Don MacLean,2380000,2000,2001,HOU,35500000,0.067042254,31,MIA,NBA,SF,8,1,9.5,1.3,2.5,0.5,0.3,0.3,1,1,2.3,0.444,0.55,1.1,1.5,0.75,0.9,1.4,2.3,0.5,0.6,0.1,1.3,1.1,3.9,16.3,0.613,0.1,0.6,11,17.2,14.1,9.6,3.6,1,28.3,22.5,0,0.2,0.2,0.12,-2.4,2,-0.4,-0.4
Don MacLean,798500,2000,2001,MIA,35500000,0.022492958,31,MIA,NBA,SF,8,1,9.5,1.3,2.5,0.5,0.3,0.3,1,1,2.3,0.444,0.55,1.1,1.5,0.75,0.9,1.4,2.3,0.5,0.6,0.1,1.3,1.1,3.9,16.3,0.613,0.1,0.6,11,17.2,14.1,9.6,3.6,1,28.3,22.5,0,0.2,0.2,0.12,-2.4,2,-0.4,-0.4
Don Reid,400000,1996,1997,DET,24363000,0.016418339,23,DET,NBA,PF,47,14,9.8,1.1,2.4,0.482,0,0,0,1.1,2.4,0.486,0.482,0.5,0.7,0.75,0.8,1.4,2.1,0.3,0.3,0.3,0.5,2.2,2.8,11.1,0.523,0.009,0.286,9.9,17.1,13.6,5.1,2,2.7,15.4,16,0.3,0.8,1,0.109,-3.1,1.2,-1.9,-0.3
Don Reid,1000000,1997,1998,DET,26900000,0.037174721,24,DET,NBA,PF,68,44,14.6,1.4,2.6,0.534,0,0,0,1.4,2.6,0.534,0.534,0.7,1,0.704,1.1,1.4,2.6,0.4,0.4,0.8,0.4,2.7,3.5,11.4,0.574,0,0.403,9.2,11.8,10.5,4.2,1.4,4.2,11.9,11,1.5,1.3,2.8,0.135,-1.2,2,0.8,-0.6
Don Reid,800000,1998,1999,DET,30000000,0.026666667,25,DET,NBA,PF,47,30,19.9,2.1,3.7,0.557,0,0,0,2.1,3.7,0.557,0.557,1,1.7,0.608,1.4,2.2,3.6,0.7,0.6,0.9,0.8,3.3,5.1,12.5,0.58,0,0.454,8.6,13.7,11.1,6,1.6,3.7,14.7,12.4,1.4,1.3,2.7,0.139,-0.5,2.2,1.7,-0.2
Don Reid,1000000,1999,2000,DET,34000000,0.029411765,26,TOT,NBA,PF,38,3,13.1,1.6,2.9,0.536,0,0,0,1.6,2.9,0.536,0.536,0.6,0.9,0.706,0.8,1.9,2.7,0.3,0.6,0.8,0.6,3.1,3.8,12.1,0.567,0,0.304,7.1,16.6,11.8,3.5,2.5,4.5,15.3,13.3,0.5,0.7,1.1,0.11,-2,2.3,0.3,-0.5
Don Reid,611000,2000,2001,ORL,35500000,0.017211268,27,ORL,NBA,PF,65,7,11.8,1.3,2.2,0.566,0,0,0,1.3,2.2,0.566,0.566,0.7,1.2,0.613,1.3,2.4,3.7,0.3,0.4,0.8,0.7,2.9,3.2,13.1,0.59,0,0.517,11.9,23.5,17.6,4.2,1.6,5.2,21.2,13.1,0.8,1.4,2.3,0.141,-2.8,2.2,-0.6,-0.3
Don Reid,1000000,2001,2002,ORL,42500000,0.023529412,28,ORL,NBA,PF,68,5,10.5,1.3,2.8,0.474,0,0,0,1.3,2.8,0.474,0.474,0.6,1,0.647,1,1.6,2.6,0.4,0.3,0.6,0.8,2.6,3.3,10.1,0.509,0,0.358,10.1,17.5,13.8,5.8,1.4,4.3,19.7,17.2,0,0.9,0.9,0.062,-4.2,1,-3.2,-0.1
Don Reid,1100000,2002,2003,DET,40271000,0.027314941,29,DET,NBA,PF,1,0,10,0,3,0,0,0,0,0,3,0,0,1,2,0.5,0,0,0,0,0,0,0,4,1,-17.3,0.129,0,0.667,0,0,0,0,0,0,0,18.7,-0.1,0,-0.1,-0.285,-14.7,-4.7,-19.5,-0.1
Donald Hodge,130000,1991,1992,DAL,12500000,0.0104,22,DAL,NBA,PF,51,27,20.7,3.2,6.4,0.497,0,0,0,3.2,6.4,0.497,0.497,2,2.9,0.667,2.3,3.1,5.4,0.8,0.5,0.5,1.5,2.5,8.4,13.8,0.541,0,0.457,11.5,16.3,13.8,5.8,1.2,1.3,16,19.1,0.7,0.8,1.5,0.069,-1.8,-0.6,-2.4,0.7
Donald Hodge,650000,1992,1993,DAL,14000000,0.046428571,23,DAL,NBA,C,79,8,16,2,5.1,0.403,0,0,0,2,5.1,0.403,0.403,0.9,1.3,0.683,1.2,2.5,3.7,0.9,0.4,0.5,1.1,2.6,5,8.3,0.441,0,0.26,7.3,18.8,12.5,8.8,1.3,1.9,16.8,17.2,-1.3,0.5,-0.9,-0.032,-5.1,-0.4,-5.5,-0.1
Donald Hodge,845000,1993,1994,DAL,15175000,0.05568369,24,DAL,NBA,C,50,0,8.6,0.9,2,0.455,0,0,0,0.9,2,0.455,0.455,0.9,1,0.846,0.9,1,1.9,0.6,0.3,0.3,0.6,1.3,2.7,13.1,0.549,0,0.515,11.2,13.9,12.5,11.2,1.8,2.1,19.5,15.2,0.5,0.3,0.8,0.087,-1.8,0.2,-1.6,-0.1
Donald Hodge,1005000,1994,1995,DAL,15964000,0.062954147,25,DAL,NBA,C,54,0,11.7,1.5,3.8,0.407,0.1,0.3,0.286,1.5,3.5,0.416,0.417,0.7,0.9,0.765,0.7,1.5,2.3,0.8,0.2,0.3,0.7,2,3.9,8.5,0.461,0.069,0.25,6.5,14.8,10.4,9.5,0.8,1.5,14.7,17.3,-0.1,0.4,0.3,0.026,-4.3,-0.9,-5.2,-0.2
Donald Hodge,1200000,1995,1996,DAL,23000000,0.052173913,26,TOT,NBA,C,15,0,7.7,0.6,1.6,0.375,0,0,0,0.6,1.6,0.375,0.375,0,0,0,0.6,0.9,1.5,0.3,0.1,0.5,0.1,1.7,1.2,5.9,0.375,0,0,7.5,14.1,10.6,4.9,0.4,4.8,7.7,9.4,0,0.1,0.1,0.026,-6.3,0.9,-5.4,-0.2
Donald Royal,130000,1991,1992,SAS,12500000,0.0104,25,SAS,NBA,SF,60,4,12,1.3,3,0.449,0,0,0,1.3,3,0.449,0.449,1.5,2.2,0.692,1.1,1,2.1,0.6,0.4,0.1,0.7,1.2,4.2,11.7,0.533,0,0.747,10,8.9,9.4,6.4,1.7,0.6,14.2,16.2,0.7,0.8,1.6,0.105,-1.5,-0.4,-1.9,-0.1
Donald Royal,140000,1992,1993,ORL,14000000,0.01,26,ORL,NBA,SF,77,0,21.2,2.5,5.1,0.496,0,0,0,2.5,5,0.5,0.496,4.1,5.1,0.815,1.5,2.3,3.8,1,0.5,0.3,1.5,2.3,9.2,14.5,0.627,0.008,0.997,8.5,11.7,10.2,7,1.1,0.9,16.7,17.8,3.5,1.5,5.1,0.149,0.2,-0.2,0,-0.2
Donald Royal,890000,1993,1994,ORL,15175000,0.058649094,27,ORL,NBA,SF,74,0,18.3,2.4,4.7,0.501,0,0,0,2.4,4.7,0.504,0.501,2.7,3.6,0.74,1.3,2.1,3.4,0.8,0.7,0.2,1,1.6,7.4,14.6,0.588,0.006,0.775,7.9,12.6,10.3,6.3,1.9,0.7,14,17,2.6,1.2,3.8,0.135,-0.3,-0.6,-0.9,-0.3
Donald Royal,1500000,1995,1996,ORL,23000000,0.065217391,29,ORL,NBA,SF,64,7,15,1.7,3.4,0.491,0,0,0,1.7,3.3,0.495,0.491,2,2.6,0.762,0.9,1.5,2.4,0.7,0.5,0.2,0.8,1.5,5.3,12.7,0.585,0.009,0.759,7.1,11.3,9.3,6.3,1.6,1.1,15.3,16,1.4,0.9,2.3,0.113,-1.9,-0.6,-2.5,3
Donald Royal,1700000,1996,1997,GSW,24363000,0.069777942,30,TOT,NBA,SF,62,4,13.8,1,2.4,0.425,0,0,0,1,2.3,0.431,0.425,1.5,1.9,0.803,0.8,1.6,2.5,0.4,0.4,0.2,0.8,1.6,3.5,9.1,0.552,0.014,0.801,7.3,14.1,10.7,4.3,1.4,1,19.2,12.9,0.6,0.4,1,0.054,-3.3,-1,-4.2,-0.6
Donald Sloan,122237,2011,2012,ATL,58044000,0.002105937,24,TOT,NBA,PG,33,11,20.3,2.4,6,0.399,0.1,0.8,0.08,2.3,5.2,0.445,0.404,0.7,0.9,0.767,0.5,1.5,2,3.2,0.4,0.1,1.5,1.1,5.5,8.9,0.433,0.126,0.152,3,8.6,5.7,26.5,1,0.3,18.8,17.6,-0.4,0.1,-0.3,-0.024,-3.5,-2.4,-6,-1
Donald Sloan,76392,2011,2012,NOH,58044000,0.001316105,24,TOT,NBA,PG,33,11,20.3,2.4,6,0.399,0.1,0.8,0.08,2.3,5.2,0.445,0.404,0.7,0.9,0.767,0.5,1.5,2,3.2,0.4,0.1,1.5,1.1,5.5,8.9,0.433,0.126,0.152,3,8.6,5.7,26.5,1,0.3,18.8,17.6,-0.4,0.1,-0.3,-0.024,-3.5,-2.4,-6,-1
Donald Sloan,251076,2012,2013,CLE,58044000,0.004325615,25,TOT,NBA,SG-PG,23,0,11.4,1.2,3.4,0.346,0.3,0.8,0.368,0.9,2.6,0.339,0.391,0.9,1.1,0.8,0.1,1.1,1.2,1.7,0.2,0,0.6,0.7,3.5,9.6,0.455,0.244,0.321,1.3,11.5,6.2,22,1,0,13.6,17.5,0,0,0.1,0.017,-3.1,-3.2,-6.3,-0.4
Donald Sloan,44835,2012,2013,NOH,58044000,0.000772431,25,TOT,NBA,SG-PG,23,0,11.4,1.2,3.4,0.346,0.3,0.8,0.368,0.9,2.6,0.339,0.391,0.9,1.1,0.8,0.1,1.1,1.2,1.7,0.2,0,0.6,0.7,3.5,9.6,0.455,0.244,0.321,1.3,11.5,6.2,22,1,0,13.6,17.5,0,0,0.1,0.017,-3.1,-3.2,-6.3,-0.4
Donald Sloan,884293,2013,2014,IND,58679000,0.015070008,26,IND,NBA,SG,48,1,8.2,0.9,2.4,0.376,0.2,0.9,0.238,0.7,1.6,0.453,0.419,0.3,0.4,0.6,0.1,0.8,0.9,1,0.2,0,0.5,0.4,2.3,8.5,0.437,0.359,0.171,1.2,11,6.3,20.1,1.3,0.2,14.9,17.2,-0.3,0.6,0.3,0.039,-4.1,-0.7,-4.8,-0.8
Donald Sloan,948163,2014,2015,IND,63065000,0.015034694,27,IND,NBA,PG,53,21,20.9,2.7,6.7,0.408,0.8,2.5,0.313,2,4.2,0.464,0.466,1.1,1.5,0.779,0.2,2.5,2.7,3.6,0.4,0,1.2,0.9,7.4,13.1,0.503,0.369,0.217,1.2,13,7.1,27.5,1.1,0,14.3,18.6,0.9,1.1,2,0.085,-0.4,-1,-1.4,-0.6
Donald Sloan,1015421,2015,2016,NJN,70000000,0.014506014,28,BRK,NBA,PG,61,33,21.6,2.5,5.7,0.44,0.6,1.6,0.384,1.9,4.1,0.462,0.494,1.3,1.7,0.75,0.3,2.6,2.8,4.4,0.5,0.1,1.3,1.2,7,13.9,0.536,0.283,0.297,1.4,13.5,7.4,30,1.2,0.2,16.8,16.1,1.7,0.3,2,0.071,-0.3,-2.1,-2.4,-0.4
Donald Whiteside,220000,1996,1997,TOR,24363000,0.009030087,27,TOR,NBA,PG,27,1,9.6,0.7,2,0.327,0.4,1.3,0.333,0.2,0.7,0.316,0.436,0.4,0.6,0.733,0.1,0.4,0.4,1.3,0.4,0,0.6,0.9,2.2,7.6,0.479,0.655,0.273,0.9,4.7,2.7,21,2.3,0,21.6,13.6,0,0.1,0.1,0.02,-3.2,-3.5,-6.7,0.1
Donald Whiteside,272250,1997,1998,ATL,26900000,0.010120818,28,ATL,NBA,PG,3,0,5.3,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0,0.7,0,0,0.3,0.3,0.3,0,0,0.3,0,0.7,0.7,0.347,0.5,1,0,7.1,3.7,9.4,0,0,25.8,11.2,0,0,0,-0.12,-6.9,-2.9,-9.8,1.8
Donatas Motiejunas,1422720,2013,2014,HOU,58679000,0.024245812,23,HOU,NBA,PF,62,3,15.4,2.1,4.8,0.443,0.3,1.4,0.25,1.8,3.4,0.519,0.478,0.9,1.5,0.604,1,2.7,3.6,0.5,0.3,0.3,0.8,2.1,5.5,10.7,0.504,0.284,0.324,7.4,18.2,13.1,5.5,1,1.6,12.7,17.8,0.3,1,1.4,0.069,-2.7,-0.8,-3.5,-0.9
Donatas Motiejunas,1483920,2014,2015,HOU,63065000,0.023530009,24,HOU,NBA,PF,71,62,28.7,5,9.9,0.504,0.7,1.9,0.368,4.3,8,0.536,0.539,1.4,2.3,0.602,1.9,4,5.9,1.8,0.8,0.5,1.7,2.9,12,14.4,0.553,0.19,0.237,7.4,15.4,11.4,10.8,1.4,1.3,13.7,19.1,2.4,2.3,4.7,0.11,-0.6,0.5,-0.1,-0.7
Donatas Motiejunas,2288205,2015,2016,HOU,70000000,0.032688643,25,HOU,NBA,PF,37,22,14.8,2.4,5.5,0.439,0.4,1.5,0.281,2,4,0.5,0.478,0.9,1.4,0.642,1,1.9,2.9,1.1,0.5,0.1,1.2,1.9,6.2,11.3,0.504,0.278,0.259,7.4,14.6,11,12.2,1.5,0.8,16.2,21.4,0,0.3,0.3,0.026,-2.5,-1.9,-4.3,-0.6
